ID MSA,MSA,ID Year,Year,Average Commute Time,Slug MSA
"31000US18900","Crossville, TN",2021,"2021",22.81216700571539,"crossville-tn-31000US18900"
"31000US18980","Cullman, AL",2021,"2021",25.792328292801688,"cullman-al-31000US18980"
"31000US19000","Cullowhee, NC",2021,"2021",19.550225225225226,"cullowhee-nc-31000US19000"
"31000US19060","Cumberland, MD-WV",2021,"2021",24.053375461957287,"cumberland-md-wv"
"31000US19100","Dallas-Fort Worth-Arlington, TX",2021,"2021",28.21185664682005,"dallas-fort-worth-arlington-tx"
"31000US19140","Dalton, GA",2021,"2021",22.616611176393786,"dalton-ga-31000US19140"
"31000US19180","Danville, IL",2021,"2021",19.93400634965933,"danville-il-31000US19180"
"31000US19220","Danville, KY",2021,"2021",25.712818506382355,"danville-ky-31000US19220"
"31000US19260","Danville, VA",2021,"2021",22.820865215561003,"danville-va-31000US19260"
"31000US19300","Daphne-Fairhope-Foley, AL",2021,"2021",26.310216934180076,"daphne-fairhope-foley-al"
"31000US19340","Davenport-Moline-Rock Island, IA-IL",2021,"2021",20.41791403279572,"davenport-moline-rock-island-ia-il"
"31000US19420","Dayton, TN",2021,"2021",26.184589331075358,"dayton-tn-31000US19420"
"31000US19460","Decatur, AL",2021,"2021",24.202436330258102,"decatur-al-31000US19460"
"31000US19500","Decatur, IL",2021,"2021",18.520102347840506,"decatur-il-31000US19500"
"31000US19540","Decatur, IN",2021,"2021",20.898903523894905,"decatur-in-31000US19540"
"31000US19580","Defiance, OH",2021,"2021",20.8473494310297,"defiance-oh-31000US19580"
"31000US19620","Del Rio, TX",2021,"2021",17.935207642429344,"del-rio-tx-31000US19620"
"31000US19660","Deltona-Daytona Beach-Ormond Beach, FL",2021,"2021",26.522947275221053,"deltona-daytona-beach-ormond-beach-fl"
"31000US19700","Deming, NM",2021,"2021",19.886621315192745,"deming-nm-31000US19700"
"31000US19740","Denver-Aurora-Lakewood, CO",2021,"2021",27.747953018763532,"denver-aurora-lakewood-co"
"31000US19760","DeRidder, LA",2021,"2021",32.30994363347305,"deridder-la-31000US19760"
"31000US19780","Des Moines-West Des Moines, IA",2021,"2021",20.64941827006519,"des-moines-west-des-moines-ia"
"31000US19820","Detroit-Warren-Dearborn, MI",2021,"2021",26.723047224837845,"detroit-warren-dearborn-mi"
"31000US19860","Dickinson, ND",2021,"2021",16.781471141985328,"dickinson-nd-31000US19860"
"31000US19940","Dixon, IL",2021,"2021",24.247423393511795,"dixon-il-31000US19940"
"31000US19980","Dodge City, KS",2021,"2021",13.329102447869447,"dodge-city-ks-31000US19980"
"31000US20020","Dothan, AL",2021,"2021",23.48243587167638,"dothan-al-31000US20020"
"31000US20060","Douglas, GA",2021,"2021",19.650884393628456,"douglas-ga-31000US20060"
"31000US20100","Dover, DE",2021,"2021",26.0133853219412,"dover-de-31000US20100"
"31000US20140","Dublin, GA",2021,"2021",26.2453650428334,"dublin-ga-31000US20140"
"31000US20180","DuBois, PA",2021,"2021",26.101076762764848,"dubois-pa-31000US20180"
"31000US20220","Dubuque, IA",2021,"2021",16.68373838224829,"dubuque-ia-31000US20220"
"31000US20260","Duluth, MN-WI",2021,"2021",20.6154073658977,"duluth-mn-wi"
"31000US20300","Dumas, TX",2021,"2021",17.820499692811797,"dumas-tx-31000US20300"
"31000US20340","Duncan, OK",2021,"2021",23.501358285541805,"duncan-ok-31000US20340"
"31000US20420","Durango, CO",2021,"2021",21.66930701113007,"durango-co-31000US20420"
"31000US20460","Durant, OK",2021,"2021",19.455968269282305,"durant-ok-31000US20460"
"31000US20500","Durham-Chapel Hill, NC",2021,"2021",24.793603200276195,"durham-chapel-hill-nc"
"31000US20540","Dyersburg, TN",2021,"2021",20.99355670103093,"dyersburg-tn-31000US20540"
"31000US20580","Eagle Pass, TX",2021,"2021",23.50883103132971,"eagle-pass-tx-31000US20580"
"31000US20660","Easton, MD",2021,"2021",27.16390423572744,"easton-md-31000US20660"
"31000US20700","East Stroudsburg, PA",2021,"2021",40.05759241653922,"east-stroudsburg-pa-31000US20700"
"31000US20740","Eau Claire, WI",2021,"2021",19.503626981752916,"eau-claire-wi-31000US20740"
"31000US20780","Edwards, CO",2021,"2021",23.29673664667238,"edwards-co-31000US20780"
"31000US20820","Effingham, IL",2021,"2021",17.180787401574804,"effingham-il-31000US20820"
"31000US20900","El Campo, TX",2021,"2021",24.889588067354193,"el-campo-tx-31000US20900"
"31000US20940","El Centro, CA",2021,"2021",22.049994420265595,"el-centro-ca-31000US20940"
"31000US20980","El Dorado, AR",2021,"2021",19.584175084175083,"el-dorado-ar-31000US20980"
"31000US21020","Elizabeth City, NC",2021,"2021",30.178427328969782,"elizabeth-city-nc-31000US21020"
"31000US21060","Elizabethtown-Fort Knox, KY",2021,"2021",24.648386467046087,"elizabethtown-fort-knox-ky"
"31000US21120","Elk City, OK",2021,"2021",19.727844976549,"elk-city-ok-31000US21120"
